"id","screen_name","followerIDs","friendIDs","followers_count","friends_count","name","location","account_created_at","verified"
11,"jayrajsinh3931","1193844934387720193, 1185215700060823555, 874157721096003585, 873536792716132353, 753200788348993536, 3111957998, 1174617679669317632, 1169671279026130944, 17681381, 3280792117, 1150385122463535104, 3692271675, 1131762876106936332, 1110990716103262216, 979343084629692417, 1083997465001390080, 1080418160577175557, 34716038, 906812373788270592, 1045036245066297344, 1031917508247224320, 277986221, 1025297607323607047, 1026512331289907201, 1014805471797174273, 1016717056895606784, 1374625394, 3722161092, 963812207535386625, 954577946894778368, 893334683077017600, 891139579742363648, 918084828700008448, 908177360536694785, 896403049610178561, 768358823400730625, 3316805400, 793343696645328897, 844842339084320769, 790144517781454848, 905065586811600896, 902087114002636806, 1699995330, 870927762906894336, 863735133697867781, 850322211546255362, 791473834109067264, 770592358866059264, 824605060239855616, 821391963240861697, 807057442550886400, 773129171769798656","1624707968, 1302871633, 68060565, 107135915, 624462023, 938059862616850433, 3280792117, 88856792, 2465826008, 1035916130941108225, 919042099734986752, 813286, 730520573701443584, 784705308832694272, 1094645942735855618, 3187963356, 2831412223, 51661882, 929129743, 718341246964658176, 51983734, 145125358, 781421245728337920, 941204877627162625, 3363945117, 836532747116019716, 4452823454, 47786101, 250831586, 92367751, 18839785, 918084828700008448, 703155558560301057, 885490328232382464, 16293020, 207809313, 1153045459, 18681139, 387678079, 783214, 896403049610178561, 3316805400, 844842339084320769, 790144517781454848, 905065586811600896, 890805267616735232, 770592358866059264, 821391963240861697, 3171712086, 23918402, 81054471, 885487044243238912, 471741741, 185142711, 157903916, 810038002063790080, 1471485516, 1139649950, 1492538024, 106345557, 2189986129, 405427035, 121046433, 113419517, 135421739",51,65,"Jayrajsinh Parmar","Gujarat, India","2016-10-12 06:25:17",FALSE
12,"Batman2715","370598656, 958249779179352064, 1064209840937922561, 1039378096854466560, 802566693075623936, 1158343849921507328, 931892289378516992, 1977874639, 85273165, 2530156648, 1169625223366234117, 892203691641524224, 151321273, 1132935282511228928, 1148484809724817409, 1111977729228861441, 1143250889009799168, 890906262053027842, 24714215, 1167711582966517761, 1110150542960066561, 1166484080860573698, 1140924879782309888, 3220084519, 1097268659813318656, 1159116961604763650, 2426519976, 1161174776225755136, 1117010605775433728, 1058569960354508800, 1114603591094939648, 2424223951, 779670312732372993, 3767572584, 1126192088842788864, 744272117823209472, 1119860817816539136, 1121635273207533568, 983637786447183872, 842701067192287233, 1073483581635354624, 2793723606, 1072184088625205248, 1111142726903291904, 971483220385587200, 1092436392981000192, 2875343041, 138325925, 1105512348863815680, 1108636187483209728, 1110848577515876352","42022523, 853488079906029568, 19128778, 515249251, 2391945348, 3234911948, 1173662384608530432, 1026038300476207104, 428949866, 86876972, 1186325013126959106, 292184581, 1178269678671556608, 972045354416959489, 282411760, 541471805, 85273165, 922702666186104832, 4014675253, 21273807, 1153064113184169985, 390795456, 714079870649634816, 4615417454, 3561817286, 1061650831311745024, 135464477, 1435068858, 1158045975577075712, 52437155, 3187551667, 1023963357601325056, 902506685327187968, 5120691, 521524062, 871827642818977792, 1168757762458710016, 532895350, 17524767, 75489786, 822215673812119553, 240636455, 15934026, 148735394, 15653887, 126858738, 107455715, 538610119, 44727614, 108618303, 751794503074197504, 80815826, 1084662134858891264, 1118706512149479424, 164425558, 1149159932777730048, 105023729, 126118683, 1044898064387821568, 1130346161401782273, 4255658358, 2558019330, 484446271, 75461772, 840157891633987585",183,1065,"Batman","Mumbai, India","2017-03-02 09:40:04",FALSE
13,"gcdubey786","1166396520658350080, 1159361179183017985, 1156269106959532032, 4343944213, 854436331, 1001282842322550785, 663923, 1031093598727467011, 1030125418026651648, 1030066379611881473, 1029977846251487232, 1029752275718172672, 1029680168917323777, 376821669, 996344435863687168, 960987556287479815, 987326230746681344, 2280243374, 17881816, 141832823, 5514192, 911444495975239680, 427120914, 43192340, 3172004515, 82710162, 389357836, 481376138, 839347232138792961, 21360280, 822811624486617089, 816700558312697860, 815859752563392512, 738648169, 781407027880824834, 3250724126, 3012252354, 750308545850183684, 426543583, 2305419385, 4882753275, 738225737002561536, 4264575493, 2551188847, 4748451762, 4521351736, 1685186660, 3446640493, 3399983772, 3312592615, 1622829601, 1077608312, 3138809558, 2895052664, 18515696, 1328360287, 105503455, 2550871644, 254405503, 171622214, 2451609601, 44252005, 2153917652, 1537278642, 144209601","386365220, 1068830543536631808, 923325871200620544, 834988327, 1169506909684039680, 2924521080, 1146798369634803712, 854695181202976768, 2862413726, 1583865109, 1251704070, 245857954, 3345854116, 1092407279108919296, 285655507, 4328456123, 761597234530152450, 3179331468, 3194237942, 1324334436, 1626294277, 17710740, 874536588474073088, 938280514859012099, 2823192415, 160854627, 3071724644, 663923, 126895800, 3049179318, 701725963, 2280243374, 756815930, 1186532348, 934702977528377344, 781427301472874497, 1056850669, 17745925, 4366154414, 43192340, 1376696035, 2686770528, 2686834802, 226874391, 2312262702, 252413942, 85657578, 601911243, 2602959463, 805449024602075137, 722735254839156736, 768765916704346115, 16093478, 297437558, 1358917686, 21360280, 4717892303, 476199422, 296612629, 1141694100, 17537467, 1292312443, 1227253801, 52660746, 1339792482, 3220084519, 151826042, 75246346, 347035710, 1676327754, 1701296328, 186572724, 559345507, 1858497169, 3066240248, 21033028, 2493965562, 199110089, 26625985, 171622214, 392773603, 124258971, 471741741, 207809313, 155151279, 310239584, 60937837, 44588485, 18839785, 31348594",65,90,"Girish Chandra Dubey","BHOPAL, M.P. (INDIA)","2012-06-14 05:11:52",FALSE
14,"Jai_kr_","NA, NA, NA, NA, NA, NA","819071988, 959817091716063233, 14738418, 4502936240, 101695592, 92708272, 14130366, 94530194, 277434037, 108132277, 3171712086, 92724677, 44588485, 813286, 1492538024, 1100927498, 185142711, 88856792, 76294950, 71201743, 135421739, 31348594, 132385468, 2253142422, 471741741, 21931363, 18839785, 121046433, 101311381, 145125358, 65659343, 885487044243238912, 19895282",0,33,"Jai Gupta","Kolkata","2019-08-21 11:53:23",FALSE
15,"PragatiKavilkar","none","4926042061, 1076737867588796416, 949635733437861893, 2253142422, 27141072, 348988523, 997581652942450688, 923325871200620544, 1150078450771755008, 970591741131804672, 1096495802422308865, 991676502726004736, 1065531088439672832, 529394424, 2253724069, 143776014, 1055976659290124289, 140044212, 120649992, 1558267382, 204832963, 149642665, 1961322822, 359555562, 120668752, 1121554471, 69539409, 137330147, 2365965570, 160815617, 3260790854, 807733812306116608, 1344897174",221,298,"Pragati 🇮🇳","Bhāratavarṣa","2011-05-03 09:51:18",FALSE
16,"shripadkatarane","15456918, 1178557879281782784, 187091188, 814808008865828864, 2847065588, 808979372061302787, 95406023, 779009226551197696, 1137755744327962624, 1003707681733873665, 837274541743169538, 1113114886177873921, 1041006846306181121, 902803917062508544, 715854485235625984, 421737673, 101996231, 717703236019363841, 769865545663516673, 2380892599, 307420751, 1051332434799734786, 736760063289786368, 19481953, 1414866174, 1353826602, 887926089548517376, 1093778191473405953, 4128500633, 2962930299, 1071398942506663937, 4617997158, 716533031364747264, 1893386666, 4462633354, 925594136287223809, 1076391023801069568, 3230189413, 45931820, 1076536609322004481, 1067279872391823365, 4925291660, 1074431883969265665, 1039559488506748928, 58516766, 1056800214202417152, 799305687541121024, 966936402175782912, 100305715, 802781580942946304, 1027586302928216064, 1018798298612752385, 3301684084, 996343979128991744, 897704366970425344, 4655605585, 980717351325880320, 120679184, 931137047812751360, 967354668526444544, 928156512035450880, 958939307091288064, 707981352268771328, 2721111452, 907254395687002112, 3174035956, 761182379645992960, 941496201416818689, 3184366609, 748507051366703104, 869150040014569472, 1570632222, 1654877917, 1142131626, 926956014733160448, 1395998478, 308298468, 914097354801860608, 436088781, 908368989520142336, 3006076758, 900989788966141956, 838505333412749313, 3466335986, 2304783685, 876283693362429952, 715378028784852993, 863176348956712961, 153160988, 2832978568, 498392326, 76351011, 811845779362938880, 462179436, 4859199639, 169793841, 834112696421318657, 791719797826416641, 165732788, 97022441, 3004272297","15456918, 51099782, 1145996695710261248, 1178557879281782784, 804774664832589824, 1068155700168126464, 1187965842270621696, 187091188, 1039559488506748928, 1395998478, 2847065588, 2911771819, 2892540097, 1003707681733873665, 1237735122, 1096491309328547840, 948164333254582274, 867377612187811842, 979599095751835648, 95406023, 3405760034, 2983911648, 862276831713611776, 1100095858752843778, 1060016783007121408, 101779040, 3238672500, 779009226551197696, 1127906922416316416, 19190337, 1041006846306181121, 902803917062508544, 1118822126398525442, 762269479908757508, 421737673, 717703236019363841, 101996231, 900989788966141956, 769865545663516673, 229003733, 2380892599, 2418421508, 3179331468, 342034927, 74980737, 258283931, 16404141, 1051332434799734786, 307420751, 947746010121478145, 1100122092291350536, 736760063289786368, 19481953, 1414866174, 1353826602, 129167364, 4843765218, 706709499856334848, 1074431883969265665, 774158560213118976, 811972460560019456, 2721111452, 571878474, 1244137812, 575702002, 194884904, 2962930299, 1064483377900773381, 1221365126, 1903593750, 1669854782, 1071398942506663937, 799305687541121024, 4617997158, 3917608992, 716533031364747264, 1893386666, 757111044800024576, 3260790854, 925594136287223809, 4462633354, 67611162, 849455943893090304, 45931820, 702883844815335425, 1076536609322004481, 1067279872391823365, 4925291660, 2916225752, 100305715, 2365965570, 1077099523, 945688526384922626, 1934388686, 3256958407, 1007247478041833472, 891661920708825088, 2502050496, 2597666894, 21080743, 381891557, 1863355952, 996343979128991744, 624517612, 897704366970425344, 3239767856, 4655605585, 388045266, 399396302, 415064559, 90873425, 437538592, 743782785677201408, 732529351, 967354668526444544, 928156512035450880, 707981352268771328, 348375714, 775377619240050688, 773847704308948992, 1327381321, 907254395687002112, 3174035956, 951091844, 761182379645992960, 2253050487, 1153301522, 837077888134443008, 76026982, 3184366609, 16895274, 203100684, 748507051366703104, 4859199639, 869150040014569472, 741899470997094400, 861545661543493632, 926956014733160448, 2304783685, 249524839, 713996492562960384, 3278403979, 874890369078525954, 1570632222, 838505333412749313, 3284170452, 3006076758, 3686787793, 557755826, 2611134289, 864391194, 877106383849697280, 885487044243238912, 2253142422, 1142131626, 843443562, 2818423586, 715378028784852993, 3168514783, 1620433220, 863176348956712961, 380801406, 85591450, 817416175407792128, 153160988, 2832978568, 498392326, 76351011, 811845779362938880, 851697607407788032, 2841326331, 2381552262, 1488675907, 462179436, 2541363451, 2602959463, 2613904818, 145125358, 2596143056, 2574232910, 762533639221420032, 165732788, 791719797826416641, 834112696421318657, 873383234389721088, 75246346, 122658025, 1324334436, 58243368, 1447949844, 130104041, 2183816041, 1346439824, 1251083774, 373280952, 169793841, 4515396408, 719819459381354496, 2251588934, 519196613, 12728672, 775968213309927424, 31348594, 4573405572, 141208596, 2651029910, 137780376, 1966507722, 441636351, 347035710, 219617448, 920488039, 471741741, 369037907, 76294950, 231033118, 86535708, 751400048, 2160653996, 813286, 1056850669, 171880832, 1100927498, 18071358, 39240673, 240649814, 37034483, 1026332905, 16542390, 2467791, 310239584, 56304605, 5402612, 949254890, 1652541, 20609518, 124258971, 10228272, 11348282, 17471979, 15110431, 621573, 17842366, 16580226, 15862891, 23962323, 85603854, 78941611, 97614907, 428333, 41364508, 87170183, 47571031, 115341081, 27260086, 53355887, 135421739, 17717614, 91341168, 97022441, 40885516, 6017542, 19895282, 30313925, 822215673812119553, 14159148, 6509832, 18135599, 18681139, 86254626, 16507391, 18839785, 155151279, 134758540, 51376979, 55520719, 45162347, 101695592, 44588485, 177547780, 2557521, 34713362, 742143, 73992972, 31927467, 79293791, 14230524, 16409683, 44409004",101,289,"SHRIPAD KATARANE","Uran","2011-11-18 10:57:06",FALSE
17,"Naveen_Guptaa","1072868761835716608, 1179453061556789248, 187091188, 279858950, 3937955663, 595279208, 1083382112965713923, 4627677088, 1009287212012191744, 1084131768909721600, 749584088990773249, 263225812, 832628707462311938, 65676260, 1092863064586608640, 1098881835633827840, 4202906594, 262976949, 102202056, 622569930, 147144984, 39118710, 987777521470058497, 1094148194244603904, 1123249944029220864, 515588064, 1146983865522839554, 1157958150001029125, 725383760766627840, 188732502, 1102055361488465921, 384678824, 2200590319, 2388190478, 1059460158894628870, 1167663347375849472, 1170204752333828097, 1173927478424821760, 881488480164958208, 515719949, 331575987, 1966490718, 2895688958, 116675421, 2537483744, 1086365318807764992, 1179234244104617985, 1097101106751119360, 1244361702, 936264504, 1066639200823390208, 1140541100668510208, 798105895225786369, 440848319, 719221037871697920, 1126002977045508096, 1176729030948790273, 1482206677, 1062387320438120448, 1152602544532795393, 1515200142, 34217076, 940927758, 1117519596221870080, 760679725492600833, 905094911073984512, 1017099792600608768, 13103882, 3178219472, 1173833893868273671, 1107645068972744704, 3036362696, 1061145245620957184, 888960703071084544, 2881011092, 316468953, 2196721518, 2993324467, 1153726372826603522, 1150109333054578689, 2374040562, 1171415896700719106, 794589486915063808, 14259241, 453683329, 886766554620207104, 750328853105561601, 1168133876214095873, 4591313964, 1166616744057815040, 1165946153793392640, 1167868637908070400, 1012346584216977410, 115328956, 1073609938629509120, 1109892786948591617, 1078162091234578433, 1165194941347155973, 783028296116113409, 2800128409, 1102429078391586816","813053642911588352, 1072868761835716608, 286534495, 163047884, 53719394, 1179453061556789248, 1083027754638065664, 18837791, 1561140662, 2797923703, 1052871452016414721, 989515503038353409, 969195092916371456, 246198608, 1158410786236243968, 595279208, 1041870173702107137, 247507699, 2803245762, 134444503, 116452284, 1192853020201115648, 1119577826011729922, 223465885, 65676260, 2272654290, 807155806600728576, 942839901845798912, 3041259373, 809561088756948992, 415555281, 949516298794536960, 717685898897281030, 252060455, 132419220, 416857073, 83384000, 17828634, 4296903437, 2315166104, 897099040499712001, 55287774, 984157686873944064, 1611887712, 74205752, 102202056, 338173751, 797519756, 721846632912801793, 880249240806506496, 1166774454250196992, 142839300, 159385254, 4834914651, 1192450434, 74115860, 14634545, 1122518007513616384, 1171920728, 2673327426, 2240495018, 790109574283956224, 515588064, 1041585327322923008, 829347607, 933085922274443265, 1062602993063915520, 729345541197410304, 1187015705239048195, 41130595, 2796350502, 1123249944029220864, 10352582, 1105843188751831043, 745853145276911617, 780147230997155841, 787604200209416192, 771694832, 313425004, 324360158, 335535886, 997366953571422208, 34343447, 132572636, 1107645068972744704, 22341118, 881488480164958208, 1004999103074332673, 163829095, 2388190478, 1036967395708026880, 367108613, 2791794624, 333945160, 4904874325, 728491042186637312, 902506685327187968, 40149781, 1091734323730907137, 39989653, 1098881835633827840, 848731754, 2537483744, 969409763837538304, 620708044, 1853353440, 872018492551294976, 605356435, 1162240208189849600, 1172670291232714752, 4057311554, 282680133, 1260139614, 1176488316214161408, 1524766296, 96563287, 1167663347375849472, 1019136075661389824, 1028673535210864640, 814496031471607808, 2604969084, 76724591, 1160404295964958720, 83658475, 2422513290, 1117519596221870080, 715483552838627328, 601082205, 3036362696, 3381500533, 2892673488, 1067347077959729152, 138899094, 927531930601521152, 894612259984494592, 2933203393, 1150109333054578689, 292475065, 794589486915063808, 2991998282, 453683329, 1101233758093656064, 844152092956663808, 1167868637908070400, 88147848, 2516114396, 43017766, 111934812, 980816699095244800, 857513862546939905, 1073609938629509120, 529208143, 1052008308, 4502106132, 1026030181, 100939119, 86293396, 2373972134, 2800128409, 865895852451168257, 988666022717636608, 1344897174, 921223148241956867, 252516799, 784786178033713153, 58407225, 945452161, 151451944, 55759440, 40625722, 1046973636425539585, 2510529355, 22753350, 293577869, 1085577575986937861, 1114943857, 1034408917504323584, 1398380190, 1205921168, 989424384711380992, 81579108, 58424668, 284918701, 1014586815817363456, 1153883533829533696, 1017444960663101440, 18571453, 1135506004576129028, 4498208480, 959844456366092288, 68878722, 367719464, 505887472, 56484469, 1150078450771755008, 1071404882853130240, 175372810, 1615027778, 990317363915579392, 198549232, 57609789, 14633719, 942729822815404032, 196197244, 52343977, 979372858387279873, 1013916412325322757, 57141786, 598041891, 329185801, 58725991, 2178218468, 56992500, 1044569139187113984, 1147849494479851521, 1005402456908390400, 174626467, 192278084, 1101642688841973760, 759002871836717057, 91627522, 489124668, 132867211, 1003546005982273537, 24336870, 798466196836216832, 2198458504, 1937043782, 1062066035581345792, 164776196, 53320016, 1091353692845064194, 162047084, 1127906922416316416, 622569930, 1104194677618569216, 1133724794, 36082047, 1012346584216977410, 338293575, 102276574, 2265526550, 1065452422397480960, 1142603110763786240, 999602573526032384, 1854369001, 220359129, 23326606, 17643877, 103793810, 1030493862, 23049916, 778660914459348992, 57649543, 1053319525221859329, 13508182, 4499500405, 746301772713472001, 230179679, 433976435, 2245326128, 1658498941, 1339150314, 1127453268353921024, 1674707562, 924135139780608000, 861927112441286656, 76999001, 46093390, 832667964050546688, 2200590319, 913101446731636736, 3156765206, 859598917977165826, 2246003636, 996592540257157121, 2334632592, 2182609639, 140899082, 379227872, 1042381076621127681, 742421925914398720, 75509967, 990759534602764288, 1104778333722566656, 844894250898804736, 945872841496334336, 919583332815400960, 1004966486551588865",1435,1197,"Naveen Gupta","Death bed","2011-03-30 08:28:33",FALSE
18,"raajkmishra","1170085625225105409, 1162614714976727041, 1130481213091799040, 884661276856561664, 973844769570021376, 2438049636, 797579299800969216, 374895180, 2890406815, 2802052351, 763789283358572545, 111274073, 439181338, 3064629450, 3262886552, 3163457378, 610551898, 1396325257, 105220087, 433461248, 460825918, 1599418010, 188021579, 326304064, 342774013, 342575105, 252498791, 324845314, 336989085, 274300524, 149840846, 125115090, 125553955, 158272146, 203523194, 113724464, 83792736, 84302715, 75273151, 70342342, 51718845, 20410607","1925368664, 65659343, 121219467, 896983451735252993, 40044280, 2318278891, 60937837, 1583865109, 761597234530152450, 43579706, 1026385909564891136, 74689776, 813486825679372288, 1128303701230141441, 1077547460430626817, 139189823, 955702419219914752, 859363899291742210, 1627817300, 610551898, 797720168713441280, 147994804, 635895185, 204881628, 3222372196, 98411751, 17537467, 392608775, 85462891, 331136088, 3148299463, 16589206, 763789283358572545, 70342342, 67611162, 188021579, 471741741, 2438049636, 18839785, 83792736",41,40,"𝓡𝓪𝓳 𝓜𝓲𝓼𝓱𝓻𝓪 🇮🇳","New Delhi","2009-02-09 10:43:35",FALSE
19,"Sunil74345035","1181129529428807685, 1048514292, 4444088606, 192127892, 1099494174175375365, 1174021068106817537, 212401804, 1170330851244068864, 737291006920425474, 1175663926328975363, 1067827202668978176, 1092763369029873664, 785177191, 2330792322, 141598526, 189156360, 1163002863066349573, 410157054, 299523155, 4752007879, 932818673458278401, 221652567","562939768, 1176770594353729536, 960719001046302721, 721608973, 189156360, 257993040, 47595335, 126662507, 932818673458278401, 724205574565466112, 18839785, 2541363451, 141633175, 824893826066034688, 1048510162527559680, 1094645942735855618, 4306715188, 1447949844, 3046490198, 471741741, 147259298, 221652567, 3482783473",22,23,"Sunil","","2019-08-24 09:03:09",FALSE
20,"shikharpandey52","1165390825565507584, 1184693240437469185, 1184080084140871681, 358464377, 352086318, 2803432898, 778476139555749888, 597995026, 943700497403404290, 2754827986, 1135160034789171200, 1117422720076017664, 1344878768, 3060765343, 1127288869, 783642357191184384, 112132092, 4857098174, 2159722781, 101099886, 2340501949, 897516221867761665","85853798, 1062742964, 1121554471, 44425241, 51310666, 702001481247911936, 287734881, 352086318, 722735254839156736, 46062566, 40149781, 769108935726997504, 2924521080, 2803432898, 38403110, 110384744, 67577895, 70652594, 557719049, 323839489, 2193923645, 70931004, 23592970",168,624,"Shikhar Pandey","Pullman, WA","2010-11-21 20:02:17",FALSE
